n,t,GrossOutput,Expenditure,IntermediateUse,FinalExpenditure,ValueAdded,Deficit,GrossOutputManuf,ExpenditureManuf,IntermediateUseManuf,FinalExpenditureManuf,ValueAddedManuf,DeficitManuf,α,β
GRC,2001,222839.176974649,247624.55829218432,97172.49198158244,150452.06631060143,125666.68499306655,-24785.381317534877,41247.11291141129,62709.3960172317,24519.983963674003,38189.41205355765,16727.12894773729,21462.28310582041,0.2538310904598502,0.4055345396819183
GRC,2002,253427.30369513252,278921.4294419114,110944.20521480893,167977.22422710428,142483.0984803236,-25494.125746780686,43313.9908141641,65908.31136483367,25425.868075634215,40482.443289199386,17888.122738529884,22594.320550669574,0.24099959667429285,0.41298717578986727
GRC,2003,324724.14211798355,355574.92172582995,137391.56777532806,218183.35395050305,187332.57434265548,-30850.779607847566,53583.633825928264,81769.93442308214,31211.398751662273,50558.53567142012,22372.23507426599,28186.30059715388,0.231724990729081,0.41751993056208936
GRC,2004,387847.1301743545,416334.0702881165,163303.70615871082,253030.3641294071,224543.42401564366,-28486.94011376344,61681.41043552691,93982.22588763847,36359.55690225591,57622.66898538265,25321.853533271,32300.815452111565,0.22773025357507187,0.4105264998720954
GRC,2005,399975.99647391296,428481.29237524176,170092.64853200986,258388.64384323082,229883.3479419031,-28505.295901327714,66502.7784099336,98517.41294833673,37765.94399183169,60751.468956505145,28736.834418101906,32014.63453840313,0.23511663691135043,0.4321147943769136
GRC,2006,444439.54306872364,481287.0247530805,193048.3975895431,288238.62716353725,251391.14547918053,-36847.481684356724,73220.22306143848,109587.03461884582,43448.66541119358,66138.36920765245,29771.557650244897,36366.811557407345,0.2294569949159787,0.40660293571167944
GRC,2007,517719.99156838603,563466.9172757235,224962.10302667378,338504.81424905173,292757.88854171225,-45746.925707339484,83398.3149276893,131340.7358087078,51786.61370587513,79554.1221028324,31611.701221814168,47942.42088101851,0.23501622060920294,0.37904484340268946
GRC,2008,568356.9667917817,616596.4086710046,241201.6800452946,375394.728625709,327155.28674648714,-48239.44187922188,95076.52983529345,148381.47505201804,55355.778447719684,93025.69660429856,39720.751387573764,53304.94521672459,0.24780767951872532,0.4177766211743772
GRC,2009,524185.76418447954,561530.4532885299,217580.3043274635,343950.1489610656,306605.45985701605,-37344.68910404958,79396.21827667159,120989.14464449734,44419.98294090964,76569.1617035876,34976.23533576194,41592.926367825756,0.22261703312201517,0.44052772405205043
GRC,2010,470137.27666188916,501826.2679538134,195208.6543551923,306617.61359861976,274928.62230669684,-31688.991291922925,77359.33103711468,112740.24376436336,39747.23702890478,72993.00673545858,37612.0940082099,35380.91272724868,0.23805875298152523,0.4861998352876752
GRC,2011,449979.2165392376,478850.49687789095,187254.57429697705,291595.9225809167,262724.6422422605,-28871.280338656215,79781.58739572491,108654.46339438326,37679.93342655672,70974.5299678265,42101.65396916819,28872.875998658346,0.24340028262271515,0.5277114099063941
GRC,2012,394295.2675825063,416254.70253432647,168971.02540116746,247283.67713315727,225324.24218133884,-21959.43495181843,73857.32171280957,91518.72698049953,33237.9252604021,58280.80172009757,40619.39645240747,17661.40526768996,0.23568398203943938,0.5499711539819155
GRC,2013,383396.32935786934,401904.3610628517,162642.20386696508,239262.1571958853,220754.12549090426,-18508.031704981026,73607.663633901,88762.34738137334,33033.8152265475,55728.532154826185,40573.8484073535,15154.683747472343,0.23291828849140117,0.5512177184315176
GRC,2014,375244.0522155115,393405.1796691041,158622.25044975005,234782.92921935607,216621.80176576145,-18161.127453594614,72863.77145326407,89173.26209187844,32287.66128683004,56885.6008050479,40576.110166434024,16309.49063861437,0.24229019117441913,0.5568763372681053
HRV,2000,37083.09416000007,37651.36695902459,17715.423734074906,19935.943224949726,19367.670425925167,-568.2727990245585,8856.492759999972,11032.466496525465,4872.317480983753,6160.149015541721,3984.175279016219,2175.973736525493,0.3089971187233483,0.449859259978239
HRV,2001,39465.15094458245,40240.81670534301,18889.49945112216,21351.317254220954,20575.65149346029,-775.6657607606649,9335.11220341684,11721.029958718525,5163.382724236277,6557.64723448224,4171.729479180563,2385.9177553016852,0.3071308039875551,0.4468858422134043
HRV,2002,45977.34662230295,47952.53341092567,22027.090297785977,25925.443113139583,23950.256324516977,-1975.1867886226064,10513.56829347712,13884.962502565819,6017.934046802081,7867.0284557637615,4495.634246675038,3371.3942090886994,0.3034481771992001,0.42760308595362834
HRV,2003,60003.324960003665,62726.3445610388,29107.984488439673,33618.36007259929,30895.34047156399,-2723.0196010352956,12822.30324286983,16556.563029237237,7309.653730929921,9246.909298307295,5512.649511939909,3734.2597863674073,0.27505533519001146,0.4299266214129945
HRV,2004,72910.0751952986,75708.12163550472,35585.144190365,40122.97744513985,37324.931004933605,-2798.0464402062426,15532.808882073723,19672.391821014575,8847.662015650512,10824.729805364115,6685.146866423211,4139.582938940852,0.2697887967104328,0.4303887929850524
HRV,2005,80749.95315167052,83815.75712137567,39851.486990469566,43964.27013090631,40898.46616120095,-3065.803969705361,16810.8806213555,21361.458833110883,9682.576722603228,11678.88211050766,7128.303898752272,4550.578211755383,0.2656448537808787,0.4240291784415456
HRV,2006,90930.5005675051,94646.19692478454,45412.645997681684,49233.55092710195,45517.85456982342,-3715.6963572785244,18850.238635979178,24058.726611984053,11083.534258055985,12975.19235392803,7766.7043779231935,5208.487976004875,0.26354370362478735,0.41202154136653724
HRV,2007,109151.91148715383,113670.28923989765,54531.87735396656,59138.41188593154,54620.03413318727,-4518.377752744273,22450.09312768984,28733.6000988061,13323.646492671216,15409.95360613498,9126.446635018625,6283.506971116258,0.26057435623834974,0.40652154906930466
HRV,2008,127195.75306667575,132851.3284654935,62780.65493202797,70070.67353346589,64415.098134647786,-5655.575398818102,25931.575357950514,33414.780711425185,15196.990493941934,18217.790217483303,10734.58486400858,7483.20535347467,0.25999165269593777,0.41395806910425137
HRV,2009,109795.53731652763,112206.81497881447,52343.54432798665,59863.270650828905,57451.99298854097,-2411.277662287932,21056.363125800286,25899.5271559256,11340.607287196428,14558.91986872922,9715.755838603858,4843.164030125314,0.24320288067200063,0.4614166169417537
HRV,2010,101456.36236507354,102251.2993259786,47570.55513865182,54680.744187326774,53885.80722642172,-794.9369609050555,20416.81693291262,24083.20187864257,10501.298159730237,13581.90371891237,9915.518773182384,3666.3849457299475,0.24838549512755562,0.48565448795292976
HRV,2011,108097.17851355375,108989.95251485922,51572.62851441105,57417.32400044719,56524.5499991427,-892.7740013044895,22389.322260138593,26094.104695471695,11522.342341235248,14571.76235423637,10866.979918903346,3704.7824353331016,0.2537868597659285,0.48536439793225244
HRV,2012,97843.07461793459,98231.59347739423,46974.18659116234,51257.40688623255,50868.88802677225,-388.51885946030234,19966.262211900685,23382.413441170895,10378.57782281247,13003.83561835845,9587.684389088216,3416.15122927021,0.25369671250090503,0.48019425405389976
HRV,2013,98723.96802755406,99466.14867274783,47188.33963379131,52277.809038956526,51535.62839376275,-742.1806451937737,19443.076497443297,23337.53971548837,10267.420672696257,13070.119042792026,9175.65582474704,3894.4632180450717,0.25001275460975037,0.47192407158165584
HRV,2014,97418.58726556574,97082.39562912466,46211.308186947186,50871.08744217818,51207.27907861856,336.19163644038053,19746.574621998385,23147.78523387761,10294.02285766588,12853.762376211615,9452.551764332506,3401.2106118792253,0.2526732378351778,0.4786932389682425
HUN,2000,98593.85581799925,100771.43073852918,55213.81578869837,45557.61494983103,43380.040029300886,-2177.574920530147,38844.00601800014,41389.34995214292,28335.43779994539,13053.912152197448,10508.568218054748,2545.34393414278,0.28653633792227007,0.27053255560678074
HUN,2001,110350.798514281,111601.51390201687,60829.9593496742,50771.554552342255,49520.839164606805,-1250.7153877354503,41820.32649743971,43717.40473009259,30070.52145872771,13646.88327136486,11749.805038711998,1897.0782326528788,0.2687899433391544,0.2809591895326627
HUN,2002,134515.43031311966,135421.67158783725,72092.42535620947,63329.24623162775,62423.0049569102,-906.2412747175549,47975.031483839986,48004.291112641025,32876.96328200665,15127.327830634324,15098.06820183334,29.25962880103907,0.23886795960441207,0.31470679090474396
HUN,2003,167628.85878556938,169801.33935609937,89945.89881947865,79855.44053662042,77682.95996609073,-2172.4805705296894,60787.0015957198,61445.843776414695,42165.19872112004,19280.645055294568,18621.802874599758,658.8421806948973,0.24144435151481977,0.30634514593183976
HUN,2004,203622.58734089878,205312.75602754185,108654.96018590157,96657.79584164053,94967.62715499722,-1690.1686866433156,74631.70087065057,72927.79966092865,49807.20167324954,23120.59798767912,24824.499197401034,-1703.9012097219238,0.239200550626654,0.33262673780443663
HUN,2005,227451.1263247597,228228.32874590246,123983.41701493952,104244.9117309636,103467.70930982019,-777.2024211434182,84596.53358573993,79975.92498851051,56427.31597532415,23548.609013186404,28169.217610415784,-4620.608597229424,0.2258969634312791,0.3329831190052939
HUN,2006,239637.48367747912,239319.68573639193,133069.32064904075,106250.36508735173,106568.16302843837,317.7979410866392,92765.11520645006,88431.04245187274,63177.52191903296,25253.520532839768,29587.593287417105,-4334.072754577326,0.23767937655628818,0.31895172254752774
HUN,2007,286482.18051701895,283076.393712554,158404.98903181194,124671.40468074361,128077.191485207,3405.786804463394,110449.26894797999,102397.4186575661,73894.54798171959,28502.870675846752,36554.7209662604,-8051.850290413888,0.22862396352103687,0.33096390147658783
HUN,2008,329371.2399097088,326247.7640233893,183440.483945073,142807.28007831634,145930.75596463578,3123.475886319444,123876.61080699021,115068.27710183241,82408.87452080059,32659.402581031725,41467.736286189625,-8808.333705157798,0.22869564186868568,0.33475032950973865
HUN,2009,260315.3008336299,254727.618356644,141570.06939688273,113157.54895976145,118745.23143674718,5587.682476985734,89596.64025262951,81411.31060837832,60087.34633172402,21323.964276654526,29509.293920905497,-8185.329644251193,0.18844491130006072,0.3293571481888178
HUN,2010,265080.12012944155,257580.8290727348,145955.5826467592,111625.24642597603,119124.53748268235,7499.291056706323,101062.82007359956,88791.67140693465,65841.17286314661,22950.498543787846,35221.64721045295,-12271.148666664914,0.20560311648680127,0.34851241222838025
HUN,2011,292185.8957660532,283055.81115360936,163555.90763525345,119499.90351835603,128629.98813079973,9130.084612443694,116176.34055885009,101387.55729682227,75966.22533915566,25421.331957666578,40210.11521969443,-14788.78326202782,0.21273098311549415,0.34611277155287623
HUN,2012,258209.98925234214,249225.6516645622,142910.4102005019,106315.24146405951,115299.57905184024,8984.337587780727,102520.84294316026,88292.98189798438,65290.76755065932,23002.214347325382,37230.075392500934,-14227.861045175872,0.21635857691299526,0.3631464034405383
HUN,2013,270431.9539859584,259713.34167401656,147955.8633618804,111757.47831213624,122476.09062407803,10718.61231194179,105899.30196221979,90825.1079006417,66996.6095477659,23828.49835287558,38902.69241445389,-15074.194061578091,0.21321614188826896,0.36735551314901643
HUN,2014,284429.5463462409,273488.78783301974,157803.0075869198,115685.78024609947,126626.53875932112,10940.758513221648,114158.64157199943,99107.91551813354,73786.049077329,25321.866440804228,40372.59249467043,-15050.726053865888,0.21888486542543759,0.3536534066867605
IDN,2000,352659.97750882886,332179.7907725453,172330.7974304331,159848.99334211336,180329.18007839576,20480.186736282398,135145.43746856885,114214.961940625,65961.25995026495,48253.70199035984,69184.1775183039,-20930.475527943854,0.3018705403235533,0.5119238859572618
IDN,2001,343818.8910391024,327587.1199073856,169145.33285634767,158441.7870510392,174673.55818275473,16231.771131715534,134700.05996072342,118740.42980750547,68357.14069764619,50383.28910985912,66342.91926307723,-15959.63015321795,0.3179924314639865,0.4925233090647611
IDN,2002,424059.3349169146,408614.063051008,211093.54263287247,197520.52041813658,212965.7922840421,15445.271865905524,162835.59782128962,147360.89814809765,87347.32342935931,60013.57471873821,75488.2743919303,-15474.699673191964,0.30383463243056386,0.46358582153994304
IDN,2003,503277.1233817817,483553.81655723933,250812.23353540772,232741.58302182815,252464.88984637396,19723.306824545813,186305.02974531022,168579.5546110104,97223.60111982167,71355.95349118934,89081.42862548855,-17725.475134299835,0.3065887606534715,0.4781482751553623
IDN,2004,550006.4904948105,535011.0901871342,272886.8455046594,262124.24468247942,277119.6449901511,14995.40030767169,201365.45396014175,188720.03969015542,109550.43311961899,79169.60657053626,91815.02084052276,-12645.41426998633,0.30203084291740073,0.45596212773764366
IDN,2005,602121.4777318513,586690.4676809767,294352.8865099523,292337.58117102424,307768.59122189897,15431.010050874727,213669.10183772087,202720.40122491092,115462.1650609563,87258.23616395514,98206.93677676457,-10948.700612809946,0.2984844980054311,0.4596216108557969
IDN,2006,765627.0155011883,741823.68884161,375944.05934444343,365879.6294971658,389682.9561567449,23803.32665957912,271490.4032265494,254212.28600512655,153890.43367071534,100321.85233441123,117599.96955583405,-17278.117221422843,0.2741935987862597,0.4331643702989417
IDN,2007,898556.5132249491,875881.623961796,438260.6473035893,437620.9766582044,460295.8659213598,22674.889263155404,314391.8488139235,298324.1500496352,180377.60468120768,117946.54536842632,134014.2441327158,-16067.698764288274,0.2695175772173879,0.42626500858180233
IDN,2008,1.0686476299019912e6,1.0541517265585626e6,521407.354654988,532744.3719035733,547240.2752470032,14495.903343429905,386280.14033373026,391566.14306616323,235615.50804401463,155950.63502214642,150664.63228971564,5286.002732432971,0.29273070396766854,0.39003980934548577
IDN,2009,1.1198006925367226e6,1.0961550362383358e6,549027.8807429358,547127.1554954036,570772.8117937868,23645.656298383255,383059.62021465384,378564.0349518894,233187.13619434956,145376.8987575406,149872.48402030428,-4495.58526276442,0.26570952894105054,0.3912510640936801
IDN,2010,1.4435192727468868e6,1.4179303434127965e6,699822.0603124078,718108.2831003807,743697.212434479,25588.929334098357,466723.1957935721,468051.6458715251,282989.709056335,185061.9368151903,183733.48673723714,1328.4500779529917,0.2577075646811909,0.39366692804893494
IDN,2011,1.7118593315871502e6,1.6764371801846314e6,826516.5643848126,849920.6157998159,885342.7672023376,35422.15140252176,542444.3495839312,548335.7177800898,330543.8894791656,217791.82830092273,211900.46010476555,5891.36819615867,0.2562496123193461,0.39063999886310674
IDN,2012,1.7596717125945187e6,1.7485814906331254e6,850505.9244306452,898075.5662024741,909165.7881638735,11090.221961399424,551270.1861837029,577883.8048393925,346322.47100328386,231561.33383611112,204947.71518041904,26613.618655689643,0.2578417034718712,0.3717736244711829
IDN,2013,1.7529394422820837e6,1.744749923977736e6,845727.4541653789,899022.4698123547,907211.9881167047,8189.518304350087,539462.0504640258,561513.1317281065,338482.170686327,223030.9610417793,200979.87977769884,22051.081264080713,0.24808163147282697,0.37255610400179806
IDN,2014,1.714343067329208e6,1.7067604125010292e6,834240.1546500504,872520.2578509883,880102.9126791575,7582.65482816915,524710.5467702575,537813.1075438354,330034.9827799097,207778.12476392387,194675.56399034784,13102.56077357789,0.23813558813600505,0.3710151533805281
IND,2000,889777.3842236567,894829.2066588607,409427.25482382526,485401.9518350377,480350.12939983146,-5051.82243520621,307335.6259316446,307802.3518909686,173163.64777717108,134638.70411379763,134171.9781544735,466.7259593240451,0.27737569576060167,0.43656500201611864
IND,2001,930507.6288615391,935113.0021653692,434700.49172042566,500412.510444945,495807.1371411134,-4605.373303831613,311213.4388545744,315954.0167115846,184133.2876419402,131820.72906964362,127080.1512126342,4740.577857010183,0.2634241277310081,0.40833760804274566
IND,2002,983486.0129945193,987179.0059682739,464727.3929252285,522451.6130430465,518758.6200692908,-3692.992973755696,339878.83169567137,343142.7871881023,196799.50212096298,146343.28506713914,143079.3295747084,3263.9554924309487,0.280108782160237,0.4209715823162005
IND,2003,1.1683354312401474e6,1.1734308463781988e6,565426.1580546383,608004.688323562,602909.2731855091,-5095.415138052893,412012.2731012686,421510.2936450508,239066.06838716732,182444.22525788363,172946.2047141013,9498.020543782157,0.3000704250503941,0.41975983727939287
IND,2004,1.3828233680829455e6,1.397147268661059e6,677604.1925165422,719543.0761445151,705219.1755664033,-14323.90057811176,502348.50236497435,526279.8780641194,298757.37032363826,227522.50774048243,203591.1320413361,23931.37569914502,0.3162041513339309,0.4052786682609034
IND,2005,1.6085571226489278e6,1.633487194355207e6,783547.6041165026,849939.5902387034,825009.5185324253,-24930.071706278133,580376.3411107913,621336.6542404275,349527.7432810999,271808.91095932986,230848.59782969143,40960.313129636226,0.3197979175002226,0.39775673382527393
IND,2006,1.8539720738142077e6,1.8817498377386928e6,915463.661932649,966286.1758060486,938508.4118815587,-27777.763924489846,696014.8968622097,721644.2475907925,402189.4480853088,319454.7995054821,293825.4487769009,25629.350728582824,0.330600610361627,0.42215396552793844
IND,2007,2.3515941205814616e6,2.390565663874641e6,1.154228248950285e6,1.236337414924345e6,1.1973658716311767e6,-38971.5432931683,881482.3466271283,927421.1875104777,517929.7097904035,409491.4777200728,363552.6368367248,45938.84088334942,0.33121336681793356,0.4124332588483584
IND,2008,2.5885250905690156e6,2.634012057592703e6,1.2662381359047862e6,1.3677739216879099e6,1.3222869546642294e6,-45486.96702368045,964580.1872831624,1.0210475321427617e6,577179.599682086,443867.9324606758,387400.58760107635,56467.34485959937,0.32451849346046735,0.4016261091700725
IND,2009,2.6364984851971543e6,2.6862281813278873e6,1.2784237459973327e6,1.4078044353305574e6,1.3580747391998216e6,-49729.6961307358,970411.2092827673,1.0218175380997478e6,574228.6838081597,447588.8542915903,396182.5254746076,51406.32881698059,0.3179339708405556,0.40826251972854566
IND,2010,3.338037486728836e6,3.3859324046084224e6,1.6336216186856148e6,1.7523107859228037e6,1.704415868043221e6,-47894.917879582616,1.2546380931404238e6,1.3159552666480872e6,743780.634464079,572174.6321840058,510857.4586763447,61317.17350766342,0.3265257720152003,0.4071751539104334
IND,2011,3.8657015242726393e6,3.918800653409566e6,1.92020448352212e6,1.9985961698874664e6,1.9454970407505194e6,-53099.12913694698,1.4819024199486622e6,1.5375955766222042e6,886157.0602605887,651438.516361609,595745.3596880735,55693.15667354199,0.325948046021868,0.4020138921891443
IND,2012,3.720169298905424e6,3.7741194093187586e6,1.7936206444493826e6,1.980498764869372e6,1.9265486544560413e6,-53950.11041333061,1.390813713477247e6,1.4148589980561845e6,787309.0314581175,627549.9665980679,603504.6820191294,24045.28457893757,0.31686460892060153,0.4339220099507614
IND,2013,3.780995428505097e6,3.786421495333942e6,1.7879970207881823e6,1.9984244745457417e6,1.9929984077169148e6,-5426.066828826908,1.381025231637646e6,1.3518709926094909e6,758948.0158211932,592922.9767882967,622077.2158164528,-29154.239028155105,0.29669521382491726,0.4504459452046229
IND,2014,3.98352712113967e6,3.9862773681037314e6,1.877035220622791e6,2.1092421474809246e6,2.106491900516879e6,-2750.2469640458003,1.4490885735648407e6,1.416156142286912e6,799617.5062205768,616538.6360663347,649471.0673442639,-32932.43127792864,0.2923033928573203,0.44819280145624774
